day,year,mo,da,crime_date,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog,NUM_CRIMES
1,2018,04,23,2018-04-23,42.7,34.5,9999.9,999.9,12.0,18.1,999.9,44.6,41.4,0.0,999.9,0,716
2,2018,04,24,2018-04-24,42.9,38.4,9999.9,999.9,8.7,13.0,999.9,45.3,41.2,0.0,999.9,0,713
2,2018,04,24,2018-04-24,55.8,42.0,1017.4,10.0,6.3,14.0,999.9,64.0,50.0,0.0,999.9,0,713
3,2018,04,25,2018-04-25,41.0,37.9,9999.9,999.9,17.0,24.1,999.9,44.2,39.2,0.0,999.9,0,750
3,2018,04,25,2018-04-25,49.0,35.8,1018.1,10.0,12.1,17.1,25.1,59.0,43.0,0.0,999.9,0,750
4,2018,04,26,2018-04-26,49.3,29.1,1014.7,10.0,3.2,8.9,999.9,66.0,36.0,0.0,999.9,0,733
5,2018,04,27,2018-04-27,51.9,31.3,1009.2,10.0,10.2,17.1,25.1,61.0,44.1,0.0,999.9,0,773
6,2018,04,28,2018-04-28,43.9,29.3,1017.6,10.0,13.4,18.1,24.1,51.1,37.9,0.03,999.9,0,679
7,2018,04,29,2018-04-29,44.5,20.1,1027.3,10.0,5.8,12.0,999.9,57.0,33.1,0.0,999.9,0,725
1,2018,04,30,2018-04-30,57.9,20.4,1022.0,10.0,9.5,15.9,24.1,80.1,42.1,0.0,999.9,0,791
2,2018,05,01,2018-05-01,71.7,38.4,1014.3,10.0,13.0,21.0,29.9,86.0,57.9,0.0,999.9,0,1012
3,2018,05,02,2018-05-02,77.2,52.5,1011.5,10.0,14.8,34.0,58.1,88.0,66.9,0.0,999.9,1,789
4,2018,05,03,2018-05-03,65.4,59.8,1011.9,7.7,6.4,15.9,22.9,78.1,57.9,0.45,999.9,0,742
5,2018,05,04,2018-05-04,67.9,54.9,1010.7,10.0,14.7,25.1,35.9,75.0,57.9,0.19,999.9,0,814
6,2018,05,05,2018-05-05,70.7,45.2,1015.0,10.0,7.1,14.0,17.1,82.0,57.0,0.0,999.9,0,853
7,2018,05,06,2018-05-06,63.5,41.8,1014.6,10.0,8.0,15.9,21.0,82.0,55.0,0.0,999.9,0,716
1,2018,05,07,2018-05-07,60.3,40.0,1021.5,10.0,5.9,14.0,999.9,73.0,50.0,0.0,999.9,0,805
2,2018,05,08,2018-05-08,69.8,40.4,1019.4,10.0,6.0,12.0,19.0,82.9,55.9,0.0,999.9,0,805
3,2018,05,09,2018-05-09,71.1,49.5,1009.2,9.8,11.3,21.0,31.1,82.9,60.1,0.0,999.9,0,792
4,2018,05,10,2018-05-10,66.1,54.4,1010.0,9.8,9.5,17.1,22.0,78.1,59.0,0.21,999.9,0,779
5,2018,05,11,2018-05-11,53.5,44.6,1016.1,10.0,12.0,17.1,24.1,64.0,48.9,0.04,999.9,0,729
6,2018,05,12,2018-05-12,49.1,44.6,1017.3,7.9,10.5,14.0,999.9,53.1,46.0,0.02,999.9,0,699
4,2019,01,24,2019-01-24,17.9,12.7,1012.5,6.8,9.1,18.1,28.9,23.0,10.9,0.07,3.9,0,607
1,2019,10,07,2019-10-07,61.1,43.7,9999.9,999.9,12.7,17.1,999.9,68.5,54.3,0.0,999.9,0,746
1,2019,10,07,2019-10-07,60.1,43.3,1021.0,10.0,7.0,12.0,20.0,71.1,48.0,0.0,999.9,0,746
5,2019,01,25,2019-01-25,2.8,-5.6,1024.2,8.9,12.8,20.0,28.0,17.1,-5.1,0.0,5.1,0,586
2,2019,10,08,2019-10-08,58.6,50.0,9999.9,999.9,8.9,15.0,999.9,63.1,55.6,0.0,999.9,0,712
2,2019,10,08,2019-10-08,59.8,43.0,1022.5,10.0,3.0,8.0,999.9,71.1,48.0,0.0,999.9,0,712
6,2019,01,26,2019-01-26,4.6,-3.6,1023.5,8.8,6.1,12.0,15.9,12.9,-5.1,0.0,5.1,0,532
3,2019,10,09,2019-10-09,61.7,45.0,1020.4,10.0,7.5,12.0,15.9,72.0,53.1,0.0,999.9,0,734
3,2019,10,09,2019-10-09,59.5,52.6,9999.9,999.9,10.6,15.9,999.9,61.9,57.0,0.0,999.9,0,734
7,2019,01,27,2019-01-27,5.5,-2.1,1020.7,8.3,6.3,11.1,18.1,12.9,-2.0,0.03,5.9,0,524
4,2019,10,10,2019-10-10,60.0,56.8,9999.9,999.9,12.1,19.0,999.9,64.4,57.2,0.0,999.9,0,647
4,2019,10,10,2019-10-10,62.9,52.5,1017.4,9.9,7.0,13.0,20.0,71.1,54.0,0.0,999.9,0,647
1,2019,01,28,2019-01-28,20.4,14.7,1009.7,4.3,11.6,19.0,28.0,35.1,8.1,0.15,7.1,1,521
5,2019,10,11,2019-10-11,60.0,54.8,1012.0,8.9,11.1,17.1,27.0,71.1,43.0,0.11,999.9,0,728
5,2019,10,11,2019-10-11,59.7,57.6,9999.9,999.9,15.6,24.1,999.9,67.1,43.9,0.0,999.9,0,728
2,2019,01,29,2019-01-29,4.9,-2.8,9999.9,999.9,24.3,29.9,999.9,6.4,3.0,0.0,999.9,0,494
2,2019,01,29,2019-01-29,6.4,-1.8,1015.1,7.5,14.8,20.0,31.1,18.0,-0.4,0.1,5.9,0,494
6,2019,10,12,2019-10-12,44.0,27.9,9999.9,999.9,22.0,31.1,999.9,55.4,39.4,0.0,999.9,0,732
6,2019,10,12,2019-10-12,44.2,26.8,1015.9,10.0,14.2,21.0,33.0,55.0,37.0,0.45,999.9,0,732
3,2019,01,30,2019-01-30,-13.5,-24.6,1025.1,10.0,15.8,19.0,28.9,0.0,-22.0,0.0,5.9,0,341
3,2019,01,30,2019-01-30,-11.1,-19.1,9999.9,999.9,24.7,31.1,999.9,1.8,-19.8,0.0,999.9,0,341
7,2019,10,13,2019-10-13,49.1,33.6,9999.9,999.9,18.2,28.9,999.9,55.0,43.9,0.0,999.9,0,697
7,2019,10,13,2019-10-13,48.1,32.4,1010.8,10.0,12.2,20.0,28.9,55.9,37.9,0.0,999.9,0,697
4,2019,01,31,2019-01-31,-10.1,-18.1,9999.9,999.9,15.0,26.0,999.9,1.2,-14.3,0.0,999.9,0,459
4,2019,01,31,2019-01-31,-12.5,-22.2,1032.8,9.1,7.7,12.0,22.0,-2.0,-20.0,0.0,5.9,0,459
1,2019,10,14,2019-10-14,46.5,32.9,9999.9,999.9,11.5,18.1,999.9,54.0,41.0,0.0,999.9,0,686
1,2019,10,14,2019-10-14,46.5,31.6,1017.2,10.0,7.4,14.0,21.0,55.0,39.0,0.0,999.9,0,686
5,2019,02,01,2019-02-01,8.9,4.6,9999.9,999.9,6.3,12.0,999.9,18.1,1.4,0.0,999.9,0,776
5,2019,02,01,2019-02-01,9.2,2.6,1028.9,6.3,4.3,6.0,999.9,21.0,-2.0,0.03,7.1,0,776
2,2019,10,15,2019-10-15,54.6,45.3,9999.9,999.9,14.7,24.1,999.9,63.9,50.7,0.0,999.9,0,744
2,2019,10,15,2019-10-15,52.3,41.4,1013.8,9.6,8.0,17.1,25.1,66.0,42.1,0.0,999.9,0,744
6,2019,02,02,2019-02-02,26.6,22.0,1021.6,7.5,8.6,12.0,20.0,41.0,14.0,0.0,3.9,0,722
6,2019,02,02,2019-02-02,28.4,24.8,9999.9,999.9,17.2,24.1,999.9,41.5,17.2,0.0,999.9,0,722
3,2019,10,16,2019-10-16,50.6,40.9,9999.9,999.9,22.0,28.0,999.9,63.9,46.2,0.0,999.9,0,741
3,2019,10,16,2019-10-16,49.5,36.7,1011.5,10.0,13.8,21.0,29.9,62.1,46.0,0.01,999.9,0,741
7,2019,02,03,2019-02-03,43.5,42.2,9999.9,999.9,18.5,25.1,999.9,46.9,38.3,0.0,999.9,0,596
7,2019,02,03,2019-02-03,41.0,39.9,1011.9,6.5,9.7,12.0,22.9,46.0,36.0,0.0,1.2,0,596
4,2019,10,17,2019-10-17,47.8,39.4,9999.9,999.9,11.9,18.1,999.9,51.6,45.5,0.0,999.9,0,676
4,2019,10,17,2019-10-17,47.0,36.4,1016.9,10.0,5.3,8.9,999.9,55.9,41.0,0.0,999.9,0,676
1,2019,02,04,2019-02-04,47.3,45.1,1007.5,7.8,9.5,13.0,22.0,51.1,39.0,0.0,999.9,0,736
1,2019,02,04,2019-02-04,49.5,47.3,9999.9,999.9,18.7,25.1,999.9,51.6,43.5,0.0,999.9,0,736
5,2019,10,18,2019-10-18,49.7,43.4,9999.9,999.9,9.5,15.0,999.9,54.9,46.4,0.0,999.9,0,704
5,2019,10,18,2019-10-18,49.2,38.7,1017.4,10.0,4.8,11.1,20.0,60.1,39.0,0.0,999.9,0,704
2,2019,02,05,2019-02-05,31.8,27.7,9999.9,999.9,11.7,15.9,999.9,41.9,26.8,0.0,999.9,0,653
2,2019,02,05,2019-02-05,30.8,25.1,1018.6,9.9,9.6,13.0,19.0,39.0,27.0,0.02,999.9,0,653
6,2019,10,19,2019-10-19,55.3,45.7,9999.9,999.9,14.7,19.0,999.9,66.2,50.0,0.0,999.9,0,718
6,2019,10,19,2019-10-19,56.3,40.2,1010.5,10.0,7.7,12.0,22.0,70.0,46.0,0.0,999.9,0,718
3,2019,02,06,2019-02-06,34.5,32.7,1014.1,5.0,6.3,14.0,21.0,37.9,30.9,0.26,999.9,1,636
3,2019,02,06,2019-02-06,34.0,33.5,9999.9,999.9,9.8,15.9,999.9,34.7,31.1,0.0,999.9,0,636
7,2019,10,20,2019-10-20,55.5,49.4,9999.9,999.9,8.2,15.0,999.9,65.5,49.1,0.0,999.9,0,720
7,2019,10,20,2019-10-20,56.7,48.1,1010.4,9.8,5.6,9.9,999.9,66.0,51.1,0.0,999.9,0,720
4,2019,02,07,2019-02-07,35.9,35.5,9999.9,999.9,10.2,28.9,999.9,45.0,34.0,0.0,999.9,0,670
4,2019,02,07,2019-02-07,35.9,34.6,1010.5,3.9,8.6,22.0,36.9,46.4,30.0,0.33,999.9,1,670
1,2019,10,21,2019-10-21,58.3,51.6,1004.3,7.2,12.3,24.1,39.0,68.0,50.0,0.0,999.9,1,712
1,2019,10,21,2019-10-21,56.0,53.5,9999.9,999.9,17.1,35.0,999.9,66.9,48.9,0.0,999.9,0,712
5,2019,02,08,2019-02-08,12.9,5.5,9999.9,999.9,28.5,40.0,999.9,32.9,6.4,0.0,999.9,0,642
5,2019,02,08,2019-02-08,11.5,1.6,1028.3,8.2,18.7,27.0,46.0,28.9,5.0,0.13,999.9,0,642
2,2019,10,22,2019-10-22,50.8,39.1,1001.9,9.9,16.1,22.0,34.0,60.1,46.9,0.08,999.9,0,660
2,2019,10,22,2019-10-22,52.2,41.8,9999.9,999.9,24.4,31.1,999.9,62.2,46.6,0.0,999.9,0,660
6,2019,02,09,2019-02-09,13.5,3.0,1045.3,10.0,6.5,14.0,18.1,26.1,7.0,0.0,999.9,0,756
6,2019,02,09,2019-02-09,14.2,6.5,9999.9,999.9,10.8,21.0,999.9,21.9,9.0,0.0,999.9,0,756
3,2019,10,23,2019-10-23,50.1,36.0,9999.9,999.9,15.9,22.9,999.9,59.0,44.6,0.0,999.9,0,700
3,2019,10,23,2019-10-23,49.2,34.1,1012.2,10.0,9.0,12.0,21.0,60.1,39.9,0.05,999.9,0,700
7,2019,02,10,2019-02-10,25.4,18.9,9999.9,999.9,11.6,18.1,999.9,28.8,22.3,0.0,999.9,0,638
7,2019,02,10,2019-02-10,24.9,16.4,1034.5,8.4,6.6,9.9,15.0,28.9,21.9,0.0,1.2,0,638
4,2019,10,24,2019-10-24,47.9,42.2,9999.9,999.9,11.4,27.0,999.9,58.6,45.0,0.0,999.9,0,716
4,2019,10,24,2019-10-24,48.6,39.3,1021.9,10.0,5.9,13.0,22.9,57.9,42.1,0.01,999.9,0,716
1,2019,02,11,2019-02-11,29.6,25.8,1022.2,5.5,7.9,15.0,999.9,32.0,27.0,0.04,1.2,0,626
1,2019,02,11,2019-02-11,29.4,27.7,9999.9,999.9,11.1,21.0,999.9,32.5,27.7,0.0,999.9,0,626
5,2019,10,25,2019-10-25,46.6,39.2,9999.9,999.9,5.2,9.9,999.9,47.8,45.5,0.0,999.9,0,751
5,2019,10,25,2019-10-25,46.9,35.6,1027.2,10.0,3.8,7.0,999.9,50.0,44.1,0.0,999.9,0,751
2,2019,02,12,2019-02-12,32.9,31.5,9999.9,999.9,7.9,28.9,999.9,35.1,31.6,0.0,999.9,0,665
2,2019,02,12,2019-02-12,31.6,29.8,1008.0,3.0,11.1,19.0,31.1,33.1,28.0,0.44,1.2,0,665
6,2019,10,26,2019-10-26,46.6,42.4,9999.9,999.9,13.5,27.0,999.9,48.2,45.5,0.0,999.9,0,559
6,2019,10,26,2019-10-26,44.9,39.9,1017.3,8.0,7.4,18.1,25.1,48.9,39.0,0.0,999.9,0,559
3,2019,02,13,2019-02-13,20.6,14.2,1014.3,6.8,16.7,22.9,35.0,28.4,12.9,0.01,1.2,0,643
3,2019,02,13,2019-02-13,22.5,17.5,9999.9,999.9,24.7,28.9,999.9,30.2,15.8,0.0,999.9,0,643
7,2019,10,27,2019-10-27,50.3,43.0,1007.6,7.4,12.2,20.0,28.0,59.0,44.1,2.29,999.9,0,702
7,2019,10,27,2019-10-27,50.0,44.4,9999.9,999.9,19.6,38.1,999.9,58.3,45.0,0.0,999.9,0,702
4,2019,02,14,2019-02-14,36.8,28.5,1006.7,10.0,9.0,12.0,24.1,46.0,25.0,0.0,1.2,0,742
4,2019,02,14,2019-02-14,37.1,29.2,9999.9,999.9,18.1,24.1,999.9,45.5,27.1,0.0,999.9,0,742
1,2019,10,28,2019-10-28,49.8,45.2,9999.9,999.9,8.2,14.0,999.9,56.3,45.7,0.0,999.9,0,660
1,2019,10,28,2019-10-28,48.8,42.3,1016.8,9.9,4.0,7.0,999.9,55.9,42.1,0.03,999.9,0,660
5,2019,02,15,2019-02-15,27.9,19.9,9999.9,999.9,19.1,28.0,999.9,46.0,13.5,0.0,999.9,0,741
5,2019,02,15,2019-02-15,23.7,14.8,1010.1,9.3,12.9,20.0,31.1,44.1,10.9,0.0,999.9,0,741
2,2019,10,29,2019-10-29,42.3,38.0,1021.1,6.3,7.4,17.1,26.0,48.0,37.0,0.11,999.9,0,635
2,2019,10,29,2019-10-29,42.3,40.0,9999.9,999.9,11.1,22.9,999.9,47.1,37.9,0.0,999.9,0,635
6,2019,02,16,2019-02-16,23.0,16.3,9999.9,999.9,10.6,12.0,999.9,29.7,19.4,0.0,999.9,0,677
6,2019,02,16,2019-02-16,22.2,12.1,1020.3,10.0,7.6,13.0,19.0,30.0,17.1,0.0,999.9,0,677
3,2019,10,30,2019-10-30,39.9,36.6,9999.9,999.9,15.3,24.1,999.9,42.4,36.3,0.0,999.9,0,578
3,2019,10,30,2019-10-30,38.5,34.0,1023.8,5.9,8.4,14.0,24.1,42.8,33.1,0.51,1.2,0,578
7,2019,02,17,2019-02-17,26.7,20.4,1015.2,7.5,10.5,15.0,22.0,28.9,25.0,0.0,999.9,0,618
7,2019,02,17,2019-02-17,27.0,22.7,9999.9,999.9,15.1,20.0,999.9,28.8,25.9,0.0,999.9,0,618
4,2019,10,31,2019-10-31,37.9,37.8,9999.9,999.9,27.5,34.0,999.9,43.0,32.5,0.0,999.9,0,589
4,2019,10,31,2019-10-31,36.0,33.8,1010.4,2.0,14.2,19.0,28.9,42.8,32.0,0.49,2.0,1,589
1,2019,02,18,2019-02-18,26.8,21.9,1024.4,4.6,6.6,11.1,999.9,30.9,23.0,0.11,3.1,0,590
1,2019,02,18,2019-02-18,27.6,23.6,9999.9,999.9,9.5,17.1,999.9,28.6,26.8,0.0,999.9,0,590
5,2019,11,01,2019-11-01,33.1,24.3,1022.8,9.4,8.8,13.0,25.1,46.0,25.0,0.02,2.0,0,858
5,2019,11,01,2019-11-01,34.1,27.2,9999.9,999.9,17.4,26.0,999.9,45.1,28.4,0.0,999.9,0,858
2,2019,02,19,2019-02-19,24.1,14.9,1036.5,10.0,3.1,8.9,999.9,33.1,14.0,0.02,2.0,0,613
2,2019,02,19,2019-02-19,26.0,17.5,9999.9,999.9,6.4,11.1,999.9,29.8,22.1,0.0,999.9,0,613
6,2019,11,02,2019-11-02,39.5,31.5,1020.7,8.5,10.3,17.1,25.1,45.0,36.0,0.0,999.9,0,664
6,2019,11,02,2019-11-02,40.0,33.5,9999.9,999.9,16.1,22.0,999.9,45.0,36.7,0.0,999.9,0,664
3,2019,02,20,2019-02-20,32.0,27.9,9999.9,999.9,14.9,27.0,999.9,37.9,29.8,0.0,999.9,0,635
3,2019,02,20,2019-02-20,31.6,26.7,1019.9,6.1,11.2,17.1,25.1,37.0,28.9,0.01,1.2,0,635
7,2019,11,03,2019-11-03,40.4,28.5,1020.3,10.0,8.0,15.0,25.1,54.0,30.9,0.0,999.9,0,721
7,2019,11,03,2019-11-03,41.5,30.4,9999.9,999.9,15.0,25.1,999.9,52.0,36.9,0.0,999.9,0,721
4,2019,02,21,2019-02-21,33.1,22.4,9999.9,999.9,17.2,28.0,999.9,37.6,28.6,0.0,999.9,0,696
4,2019,02,21,2019-02-21,31.9,21.2,1019.8,9.8,12.3,18.1,28.0,35.6,27.0,0.03,1.2,0,696
1,2019,11,04,2019-11-04,49.4,36.6,9999.9,999.9,17.2,25.1,999.9,51.3,47.3,0.0,999.9,0,672
1,2019,11,04,2019-11-04,48.6,34.8,1014.2,10.0,9.8,13.0,22.9,54.0,44.1,0.0,999.9,0,672
5,2019,02,22,2019-02-22,30.7,22.6,9999.9,999.9,8.8,13.0,999.9,32.9,27.5,0.0,999.9,0,712
5,2019,02,22,2019-02-22,30.4,20.4,1029.7,9.7,6.0,11.1,15.9,37.9,23.0,0.0,999.9,0,712
2,2019,11,05,2019-11-05,40.6,27.0,9999.9,999.9,15.3,20.0,999.9,48.2,36.3,0.0,999.9,0,636
2,2019,11,05,2019-11-05,39.1,25.3,1023.6,10.0,9.2,15.9,25.1,46.9,33.1,0.0,999.9,0,636
6,2019,02,23,2019-02-23,34.2,31.6,9999.9,999.9,10.8,15.9,999.9,34.9,32.7,0.0,999.9,0,647
6,2019,02,23,2019-02-23,35.6,30.1,1020.7,7.0,7.7,9.9,999.9,39.0,33.1,0.0,999.9,0,647
3,2019,11,06,2019-11-06,40.9,25.3,1026.5,10.0,8.4,19.0,28.0,57.9,30.9,0.0,999.9,0,661
3,2019,11,06,2019-11-06,40.5,25.7,9999.9,999.9,13.8,22.9,999.9,55.2,35.8,0.0,999.9,0,661
7,2019,02,24,2019-02-24,36.5,31.7,9999.9,999.9,25.3,42.9,999.9,49.5,26.1,0.0,999.9,0,547
7,2019,02,24,2019-02-24,36.3,31.5,1000.6,8.0,18.8,33.0,48.0,48.9,23.0,0.42,999.9,1,547
4,2019,11,07,2019-11-07,30.2,17.8,1030.9,8.8,11.6,15.9,22.9,39.2,25.0,0.0,999.9,0,664
4,2019,11,07,2019-11-07,31.9,24.7,9999.9,999.9,20.9,26.0,999.9,39.4,25.5,0.0,999.9,0,664
1,2019,02,25,2019-02-25,15.6,-0.1,1028.2,10.0,12.9,25.1,41.0,23.0,8.1,0.01,999.9,0,597
1,2019,02,25,2019-02-25,16.0,2.2,9999.9,999.9,22.1,42.0,999.9,24.4,9.9,0.0,999.9,0,597
5,2019,11,08,2019-11-08,24.6,8.0,1032.9,10.0,7.6,13.0,19.0,33.1,17.1,0.0,999.9,0,680
5,2019,11,08,2019-11-08,25.9,10.2,9999.9,999.9,13.1,18.1,999.9,32.0,21.0,0.0,999.9,0,680
2,2019,02,26,2019-02-26,21.5,8.9,1033.2,9.6,9.4,15.0,19.0,25.0,18.0,0.0,999.9,0,609
2,2019,02,26,2019-02-26,21.2,12.3,9999.9,999.9,11.9,18.1,999.9,23.5,18.7,0.0,999.9,0,609
6,2019,11,09,2019-11-09,34.8,17.6,1019.3,10.0,10.1,15.0,22.9,48.0,28.0,0.0,999.9,0,710
6,2019,11,09,2019-11-09,34.6,18.5,9999.9,999.9,17.6,22.9,999.9,46.4,29.5,0.0,999.9,0,710
3,2019,02,27,2019-02-27,26.3,16.5,1023.4,9.0,8.6,15.0,20.0,32.0,24.1,0.0,999.9,0,649
3,2019,02,27,2019-02-27,26.1,19.6,9999.9,999.9,10.9,17.1,999.9,29.5,23.2,0.0,999.9,0,649
7,2019,11,10,2019-11-10,42.1,31.7,1015.3,10.0,6.5,9.9,999.9,45.0,37.9,0.0,999.9,0,652
7,2019,11,10,2019-11-10,43.3,34.5,9999.9,999.9,11.0,17.1,999.9,47.1,39.7,0.0,999.9,0,652
4,2019,02,28,2019-02-28,20.1,8.6,1025.6,10.0,5.8,15.0,20.0,28.0,12.9,0.0,999.9,0,595
4,2019,02,28,2019-02-28,20.0,13.1,9999.9,999.9,9.6,17.1,999.9,25.0,16.0,0.0,999.9,0,595
1,2019,11,11,2019-11-11,32.6,30.7,9999.9,999.9,23.2,32.1,999.9,40.8,22.6,0.0,999.9,0,494
1,2019,11,11,2019-11-11,30.5,25.7,1022.2,5.4,13.4,21.0,28.0,41.0,21.2,0.13,2.0,1,494
5,2019,03,01,2019-03-01,28.6,19.6,1023.1,10.0,4.9,8.0,999.9,34.0,24.1,0.0,999.9,0,757
5,2019,03,01,2019-03-01,27.9,22.4,9999.9,999.9,5.0,8.0,999.9,31.1,25.3,0.0,999.9,0,757
2,2019,11,12,2019-11-12,14.9,1.7,1032.8,10.0,11.7,17.1,29.9,23.0,9.0,0.02,2.0,0,547
2,2019,11,12,2019-11-12,16.2,5.0,9999.9,999.9,18.9,26.0,999.9,22.8,11.3,0.0,999.9,0,547
6,2019,03,02,2019-03-02,30.8,22.0,1022.9,8.7,6.5,13.0,20.0,35.1,28.0,0.0,999.9,0,665
6,2019,03,02,2019-03-02,29.4,25.9,9999.9,999.9,8.9,15.9,999.9,30.9,27.7,0.0,999.9,0,665
3,2019,11,13,2019-11-13,18.4,4.7,9999.9,999.9,19.7,29.9,999.9,26.8,15.1,0.0,999.9,0,578
3,2019,11,13,2019-11-13,17.3,3.8,1026.7,10.0,10.1,17.1,28.0,26.1,12.0,0.0,2.0,0,578
7,2019,03,03,2019-03-03,23.4,15.2,9999.9,999.9,14.7,22.0,999.9,29.7,17.8,0.0,999.9,0,552
7,2019,03,03,2019-03-03,23.8,10.4,1024.6,10.0,9.3,13.0,18.1,30.0,18.0,0.0,999.9,0,552
4,2019,11,14,2019-11-14,28.4,20.3,1023.0,9.2,7.1,11.1,17.1,33.1,25.0,0.0,2.0,0,578
4,2019,11,14,2019-11-14,28.6,21.9,9999.9,999.9,12.0,22.0,999.9,30.7,26.4,0.0,999.9,0,578
1,2019,03,04,2019-03-04,7.4,-4.3,9999.9,999.9,16.0,22.9,999.9,18.1,-1.3,0.0,999.9,0,544
1,2019,03,04,2019-03-04,6.6,-6.9,1025.1,10.0,12.6,17.1,27.0,18.0,-2.0,0.0,999.9,0,544
5,2019,11,15,2019-11-15,29.7,23.5,9999.9,999.9,11.3,18.1,999.9,36.1,26.4,0.0,999.9,0,758
5,2019,11,15,2019-11-15,28.5,20.4,1028.6,9.2,6.0,12.0,999.9,37.9,21.9,0.0,1.2,0,758
2,2019,03,05,2019-03-05,13.1,2.3,9999.9,999.9,20.3,25.1,999.9,20.3,9.9,0.0,999.9,0,542
2,2019,03,05,2019-03-05,13.2,0.0,1022.0,8.8,14.2,20.0,28.9,21.9,9.0,0.0,999.9,0,542
6,2019,11,16,2019-11-16,37.7,31.3,9999.9,999.9,11.9,15.9,999.9,39.6,34.9,0.0,999.9,0,664
6,2019,11,16,2019-11-16,34.7,27.3,1029.9,9.4,5.0,11.1,999.9,42.1,28.9,0.0,1.2,0,664
3,2019,03,06,2019-03-06,18.1,2.9,1027.3,10.0,11.8,18.1,26.0,32.0,10.0,0.0,999.9,0,629
3,2019,03,06,2019-03-06,18.0,4.9,9999.9,999.9,16.1,25.1,999.9,30.7,12.2,0.0,999.9,0,629
7,2019,11,17,2019-11-17,34.2,26.6,1019.6,10.0,6.2,9.9,22.0,42.1,28.9,0.0,999.9,0,702
7,2019,11,17,2019-11-17,35.4,30.5,9999.9,999.9,13.9,20.0,999.9,38.8,31.3,0.0,999.9,0,702
4,2019,03,07,2019-03-07,24.2,10.7,1028.2,10.0,7.7,15.0,22.9,30.9,16.0,0.0,999.9,0,610
4,2019,03,07,2019-03-07,24.9,13.8,9999.9,999.9,12.4,22.0,999.9,31.5,20.3,0.0,999.9,0,610
1,2019,11,18,2019-11-18,37.9,33.7,1010.2,5.9,5.4,8.0,999.9,42.1,36.0,0.0,999.9,0,683
1,2019,11,18,2019-11-18,37.6,36.3,9999.9,999.9,7.1,11.1,999.9,38.8,35.6,0.0,999.9,0,683
5,2019,03,08,2019-03-08,29.0,23.1,9999.9,999.9,7.2,9.9,999.9,32.4,26.2,0.0,999.9,0,718
5,2019,03,08,2019-03-08,29.4,21.3,1024.0,8.0,5.2,8.0,999.9,39.0,23.0,0.0,999.9,0,718
2,2019,11,19,2019-11-19,37.7,34.8,9999.9,999.9,5.0,11.1,999.9,38.8,36.3,0.0,999.9,0,687
2,2019,11,19,2019-11-19,38.3,32.9,1009.1,7.4,4.2,8.9,999.9,41.0,36.0,0.0,999.9,0,687
6,2019,03,09,2019-03-09,35.0,28.7,1016.1,7.8,10.5,21.0,29.9,43.0,28.9,0.0,999.9,0,617
6,2019,03,09,2019-03-09,33.9,30.8,9999.9,999.9,12.4,22.0,999.9,37.2,32.4,0.0,999.9,0,617
3,2019,11,20,2019-11-20,41.3,39.2,9999.9,999.9,5.3,14.0,999.9,47.7,38.3,0.0,999.9,0,729
3,2019,11,20,2019-11-20,42.5,37.6,1020.1,5.2,4.2,8.9,999.9,48.9,39.0,0.03,999.9,0,729
7,2019,03,10,2019-03-10,37.9,32.6,1008.5,8.9,18.2,28.9,47.0,44.1,35.1,0.37,999.9,0,612
7,2019,03,10,2019-03-10,38.2,33.8,9999.9,999.9,23.1,32.1,999.9,45.1,35.2,0.0,999.9,0,612
4,2019,11,21,2019-11-21,47.8,42.0,1012.6,8.6,14.6,25.1,38.1,55.9,42.1,0.18,999.9,0,662
4,2019,11,21,2019-11-21,46.3,44.2,9999.9,999.9,22.6,34.0,999.9,54.7,41.2,0.0,999.9,0,662
1,2019,03,11,2019-03-11,33.3,19.0,1027.4,10.0,9.9,15.0,27.0,43.0,28.0,0.0,999.9,0,700
1,2019,03,11,2019-03-11,33.4,19.5,9999.9,999.9,14.4,26.0,999.9,41.2,29.3,0.0,999.9,0,700
5,2019,11,22,2019-11-22,36.7,30.4,9999.9,999.9,13.9,21.0,999.9,47.3,31.5,0.0,999.9,0,727
5,2019,11,22,2019-11-22,37.2,27.1,1021.1,10.0,8.2,15.9,22.9,46.9,32.0,0.31,999.9,0,727
2,2019,03,12,2019-03-12,36.3,23.6,1028.0,10.0,6.2,13.0,24.1,48.9,26.1,0.0,999.9,0,628
2,2019,03,12,2019-03-12,36.3,25.5,9999.9,999.9,10.5,20.0,999.9,45.7,31.8,0.0,999.9,0,628
6,2019,11,23,2019-11-23,34.4,28.9,9999.9,999.9,8.9,14.0,999.9,40.3,32.0,0.0,999.9,0,702
6,2019,11,23,2019-11-23,32.4,25.7,1014.3,10.0,4.8,9.9,999.9,41.0,27.0,0.0,999.9,0,702
3,2019,03,13,2019-03-13,41.6,33.8,9999.9,999.9,19.8,28.0,999.9,45.0,39.2,0.0,999.9,0,688
3,2019,03,13,2019-03-13,47.1,37.5,1013.6,9.0,10.7,15.0,25.1,60.1,41.0,0.15,999.9,0,688
7,2019,11,24,2019-11-24,40.4,32.9,9999.9,999.9,13.5,20.0,999.9,49.8,35.2,0.0,999.9,0,698
7,2019,11,24,2019-11-24,39.4,30.8,1006.0,10.0,8.9,11.1,18.1,50.0,33.1,0.0,999.9,0,698
